username,league,team,country,region,role,agents,rounds,rating,acs,kd,kast,adr,kpr,apr,fkpr,fdpr,hs,clutch_rate
Boni,VCT Challengers,Burg,N/A,N/A,Flex,"[""KAY/O"", ""Yoru""]",350,1.04,210.4,1.02,70,139.2,0.74,0.33,0.11,0.13,26,14
cavern,VCT Challengers,MOBAP,United States,Americas,Initiator,"[""Gekko"", ""Sova""]",721,1.04,194.6,1.05,73,128.8,0.68,0.35,0.06,0.06,23,18
luckeRRR,VCT Challengers,SGE,Germany,EMEA,Initiator,"[""Skye"", ""Gekko""]",671,1.04,212.3,1.00,72,136.2,0.72,0.34,0.13,0.09,24,11
rkz,VCT Challengers,IVY,Philippines,Pacific,Controller,"[""Omen"", ""Viper""]",219,1.04,190.3,1.01,68,134.4,0.72,0.29,0.04,0.05,25,24
Mot1on,VCT Challengers,GMX,Slovenia,EMEA,Flex,"[""Sage"", ""Sova""]",653,1.04,189.5,0.93,70,129.4,0.67,0.32,0.04,0.05,29,11
Brofeld,VCT Challengers,CGZ,Japan,Pacific,Sentinel,"[""Killjoy"", ""Cypher""]",230,1.04,197.6,1.05,75,133.2,0.71,0.29,0.07,0.06,23,18
tesseract,VCT Challengers,VLT,Philippines,Pacific,Initiator,"[""Sova"", ""Gekko""]",384,1.04,230.3,1.11,69,147.8,0.79,0.24,0.13,0.10,28,13
Zap,VCT Challengers,2G,Brazil,Americas,Flex,"[""Killjoy"", ""Viper""]",1648,1.04,190.8,1.03,73,130.0,0.67,0.30,0.08,0.06,28,15
Riza,VCT Challengers,U5,Malaysia,Pacific,Initiator,"[""Skye"", ""Fade""]",991,1.04,210.4,1.05,72,135.9,0.74,0.27,0.08,0.07,28,11
Reduxx,VCT Challengers,SEN,United States,Americas,Duelist,"[""Raze"", ""Jett""]",868,1.04,236.0,1.09,73,148.9,0.81,0.17,0.19,0.16,22,9
Harshhh,VCT Challengers,RGE,India,Pacific,Flex,"[""Harbor"", ""Sova""]",297,1.04,202.0,1.04,69,134.0,0.72,0.29,0.10,0.06,26,11
SemberN,VCT Challengers,FMG,Norway,EMEA,Controller,"[""Viper"", ""Harbor""]",733,1.04,210.4,1.07,70,140.2,0.75,0.22,0.09,0.06,27,8
garnetS,VCT Challengers,NKT,Thailand,Pacific,Duelist,"[""Raze"", ""Jett""]",297,1.04,218.3,1.12,73,142.3,0.75,0.14,0.19,0.14,30,24
vAgue,VCT Challengers,UNT,United Arab Emirates,EMEA,Duelist,"[""Raze""]",1470,1.04,238.0,1.12,68,152.6,0.85,0.12,0.21,0.19,35,13
Mited,VCT Challengers,EXL,Colombia,Americas,Controller,"[""Omen"", ""Viper""]",597,1.04,189.9,1.04,73,126.2,0.67,0.37,0.08,0.07,25,13
Luca,VCT Challengers,MZP,United Kingdom,EMEA,Flex,"[""Chamber"", ""Jett""]",314,1.04,204.9,1.01,67,141.2,0.74,0.18,0.09,0.06,29,19
CLZ,VCT Challengers,ZETA,Japan,Pacific,Flex,"[""Breach"", ""Sage""]",1043,1.04,194.8,1.00,74,128.7,0.69,0.36,0.07,0.08,30,23
szoren,VCT Challengers,GENK,Denmark,EMEA,Flex,"[""Raze"", ""KAY/O""]",690,1.04,200.7,1.07,72,131.3,0.73,0.33,0.07,0.09,30,7
Sunday,VCT Challengers,LFG,"Korea, Republic of",Pacific,Flex,"[""Killjoy"", ""Omen""]",314,1.04,177.1,1.06,76,123.7,0.67,0.26,0.04,0.05,28,13
Z3RO,VCT Challengers,FLK,Italy,EMEA,Flex,"[""Cypher"", ""Viper""]",444,1.04,193.6,0.97,70,130.9,0.70,0.43,0.08,0.12,28,18
RobbieBk,VCT Challengers,JL,Netherlands,EMEA,Initiator,"[""Skye"", ""Sova""]",1024,1.04,188.5,1.03,73,127.5,0.68,0.26,0.07,0.08,31,17
ting2k5,VCT Challengers,FPT,Viet Nam,Pacific,Flex,"[""Cypher"", ""Yoru""]",488,1.04,197.8,1.14,69,134.3,0.75,0.15,0.13,0.14,29,15
Felix,VCT Challengers,SK,Germany,EMEA,Flex,"[""Gekko"", ""Viper""]",724,1.04,189.9,0.98,72,128.5,0.65,0.34,0.08,0.07,25,13
SkRossi,VCT Challengers,RVNT,India,Pacific,Initiator,"[""Sova"", ""Skye""]",1028,1.04,208.4,1.07,71,134.9,0.73,0.25,0.09,0.09,27,10
starkk,VCT Challengers,NOVO,Portugal,EMEA,Flex,"[""KAY/O"", ""Sage""]",823,1.04,183.4,1.01,73,120.9,0.65,0.33,0.07,0.06,26,15
Myth,VCT Challengers,FOC,Australia,Pacific,Controller,"[""Omen"", ""Astra""]",886,1.04,189.2,1.01,75,119.4,0.65,0.41,0.07,0.07,25,19
Kylee,VCT Challengers,ARF,Indonesia,Pacific,Flex,"[""Cypher"", ""Viper""]",891,1.04,209.8,1.05,70,138.8,0.74,0.21,0.11,0.09,44,15
Korsonix,VCT Challengers,TOR,United States,Americas,Controller,"[""Viper"", ""Omen""]",207,1.04,207.8,1.08,72,131.6,0.75,0.20,0.05,0.04,23,5
Laz,VCT Challengers,MITH,Thailand,Pacific,Sentinel,"[""Killjoy"", ""Chamber""]",636,1.03,189.2,1.04,69,129.9,0.68,0.23,0.10,0.09,28,20
Freyy,VCT Challengers,Z10,Poland,EMEA,Controller,"[""Brimstone"", ""Omen""]",672,1.03,193.1,1.01,70,130.3,0.70,0.32,0.07,0.08,27,10
sacred,VCT Challengers,SaD ,India,Pacific,Flex,"[""Omen"", ""Sova""]",280,1.03,199.9,1.02,67,130.7,0.73,0.26,0.08,0.09,34,16
Kehmicals,VCT Challengers,TOR,Canada,Americas,Duelist,"[""Jett""]",207,1.03,224.9,1.00,75,149.4,0.77,0.18,0.15,0.14,21,11
MCD,VCT Challengers,SKÅL,Romania,EMEA,Sentinel,"[""Cypher"", ""Killjoy""]",402,1.03,178.6,1.06,68,123.4,0.67,0.17,0.06,0.07,36,21
Cal,VCT Challengers,GTZ,United Kingdom,EMEA,Flex,"[""Fade"", ""Raze""]",275,1.03,192.2,0.97,73,125.3,0.68,0.35,0.09,0.10,28,9
Kushay,VCT Challengers,SaD ,"Korea, Republic of",Pacific,Controller,"[""Omen"", ""Astra""]",317,1.03,199.6,0.95,72,131.1,0.67,0.39,0.12,0.10,30,21
furbsa,VCT Challengers,SAD,United States,Americas,Duelist,"[""Raze"", ""Jett""]",727,1.03,226.7,1.05,69,149.3,0.80,0.19,0.17,0.13,33,10
kugio,VCT Challengers,TU,Qatar,EMEA,Flex,"[""Sova"", ""Raze""]",476,1.03,202.0,0.96,70,132.8,0.70,0.36,0.09,0.08,28,11
snw,VCT Challengers,RETA,Brazil,Americas,Duelist,"[""Jett"", ""Raze""]",674,1.03,238.7,1.12,70,157.6,0.83,0.16,0.21,0.18,22,14
Momiji,VCT Challengers,FCN,"Korea, Republic of",Pacific,Controller,"[""Viper"", ""Omen""]",604,1.03,202.1,1.01,72,135.3,0.68,0.34,0.10,0.08,24,20
lg1c,VCT Challengers,,Australia,Pacific,Duelist,"[""Jett""]",674,1.03,214.2,1.07,70,139.8,0.78,0.16,0.18,0.16,23,15
smiley,VCT Challengers,AMB,Canada,Americas,Flex,"[""Omen"", ""Breach""]",581,1.03,188.3,1.01,73,121.3,0.65,0.43,0.07,0.09,31,22
Ange,VCT Challengers,MU,Canada,Americas,Controller,"[""Viper"", ""Omen""]",1020,1.03,204.1,0.98,74,131.2,0.70,0.32,0.10,0.09,25,17
wedid,VCT Challengers,DZ,Poland,EMEA,Controller,"[""Omen"", ""Viper""]",716,1.03,210.2,0.99,74,137.3,0.72,0.37,0.08,0.09,28,13
SecondLove,VCT Challengers,APH,Philippines,Pacific,Flex,"[""Killjoy"", ""Harbor""]",763,1.03,200.5,0.98,67,139.7,0.71,0.23,0.06,0.08,28,14
Leon,VCT Challengers,UOL,Germany,EMEA,Flex,"[""Omen"", ""Sova""]",232,1.03,195.6,1.01,72,128.3,0.69,0.34,0.10,0.06,28,10
Goaster,VCT Challengers,MDR,France,EMEA,Duelist,"[""Jett"", ""Yoru""]",666,1.03,219.1,1.02,70,143.8,0.77,0.19,0.16,0.14,25,10
Kajuks,VCT Challengers,B8,Lithuania,EMEA,Controller,"[""Omen"", ""Brimstone""]",853,1.03,201.7,0.98,71,131.2,0.71,0.35,0.08,0.07,27,16
andrew,VCT Challengers,RESO,Philippines,Pacific,Flex,"[""Raze"", ""Brimstone""]",725,1.03,218.6,1.06,69,144.2,0.79,0.15,0.12,0.15,27,12
yatsuka,VCT Challengers,RID,Japan,Pacific,Flex,"[""Killjoy"", ""Viper""]",704,1.03,192.0,1.04,72,126.4,0.70,0.26,0.07,0.07,35,24
xelouz,VCT Challengers,UNT,Kuwait,EMEA,Initiator,"[""Breach"", ""KAY/O""]",1496,1.03,183.9,0.97,76,119.8,0.66,0.41,0.04,0.05,30,18
Jefz,VCT Challengers,CNL,Indonesia,Pacific,Duelist,"[""Raze""]",296,1.03,224.1,1.00,71,151.1,0.77,0.22,0.17,0.20,13,24
yoman,VCT Challengers,GEN,"Korea, Republic of",Pacific,Flex,"[""Harbor"", ""Sova""]",728,1.03,186.5,1.04,71,122.4,0.65,0.33,0.07,0.09,23,12
gloom,VCT Challengers,JFT,Australia,Pacific,Flex,"[""Omen"", ""Raze""]",396,1.03,195.6,1.01,73,124.7,0.69,0.42,0.11,0.10,22,25
Uyen,VCT Challengers,CW,Philippines,Pacific,Initiator,"[""Gekko"", ""Sova""]",294,1.03,209.0,0.99,72,143.4,0.73,0.29,0.12,0.10,24,16
Sp1ke,VCT Challengers,CG,Russian Federation,EMEA,Flex,"[""Brimstone"", ""Jett""]",271,1.03,210.9,1.04,68,136.3,0.73,0.20,0.18,0.16,24,31
ValdyN,VCT Challengers,AE,Indonesia,Pacific,Duelist,"[""Jett"", ""Reyna""]",777,1.03,198.8,1.02,74,130.4,0.71,0.36,0.09,0.09,30,13
Kevzii,VCT Challengers,ZOL,Philippines,Pacific,Controller,"[""Viper"", ""Omen""]",981,1.03,189.2,1.01,72,128.6,0.68,0.33,0.08,0.06,30,17
memset,VCT Challengers,SLY,France,EMEA,Flex,"[""Viper"", ""Cypher""]",472,1.03,198.7,1.07,69,133.8,0.73,0.16,0.08,0.08,32,14
ZYND,VCT Challengers,ZOL,Philippines,Pacific,Duelist,"[""Reyna"", ""Jett""]",981,1.03,209.9,1.08,71,137.4,0.77,0.20,0.14,0.11,28,10
sterben,VCT Challengers,GAL,Türkiye,Pacific,Controller,"[""Omen"", ""Viper""]",714,1.03,200.5,1.03,73,130.9,0.70,0.38,0.09,0.09,31,14
jvhz,VCT Challengers,XS,Chile,Americas,Duelist,"[""Jett"", ""Raze""]",630,1.03,221.3,1.06,70,145.5,0.76,0.22,0.19,0.18,22,12
zeek,VCT Challengers,GN,Poland,EMEA,Flex,"[""Raze"", ""KAY/O""]",1230,1.03,199.7,1.03,75,132.5,0.68,0.38,0.08,0.08,23,15
ghoul33,VCT Challengers,777,Brazil,Americas,Duelist,"[""Jett"", ""Reyna""]",594,1.03,239.0,1.14,70,154.8,0.86,0.18,0.18,0.14,37,15
riyabtw,VCT Challengers,,Hong Kong,Pacific,Flex,"[""KAY/O"", ""Raze""]",428,1.03,214.3,1.05,68,142.2,0.75,0.19,0.12,0.15,28,13
swagzor,VCT Challengers,OPY,Russian Federation,EMEA,Duelist,"[""Raze"", ""Jett""]",400,1.03,242.3,1.04,66,155.3,0.84,0.13,0.21,0.15,27,18
mini,VCT Challengers,IW,Türkiye,Pacific,Flex,"[""Viper"", ""Killjoy""]",253,1.02,201.2,0.99,72,135.5,0.69,0.24,0.09,0.05,28,9
Kalkkuna,VCT Challengers,OF,Finland,EMEA,Flex,"[""Raze"", ""Sage""]",839,1.02,224.9,1.02,71,148.6,0.78,0.20,0.16,0.14,25,13
Zoestol,VCT Challengers,Blue,United States,Americas,Controller,"[""Astra"", ""Omen""]",509,1.02,177.8,1.01,77,115.0,0.63,0.41,0.06,0.08,21,18
erde,VCT Challengers,FG,Chile,Americas,Flex,"[""Raze"", ""Sova""]",646,1.02,207.2,0.99,71,138.0,0.71,0.32,0.10,0.10,25,20
LenX,VCT Challengers,BTR,United States,Americas,Controller,"[""Viper"", ""Omen""]",880,1.02,206.2,1.02,74,134.4,0.71,0.37,0.10,0.09,22,11
WerlasS,VCT Challengers,DATH,Türkiye,Pacific,Flex,"[""KAY/O"", ""Viper""]",334,1.02,203.4,1.00,74,131.4,0.68,0.28,0.08,0.10,29,14
HANLING,VCT Challengers,ZEN,Argentina,Americas,Flex,"[""Sage"", ""KAY/O""]",632,1.02,181.9,0.97,73,122.8,0.65,0.41,0.05,0.07,32,14
zenox,VCT Challengers,Horn,Australia,Pacific,Duelist,"[""Jett"", ""Raze""]",363,1.02,240.1,1.03,73,154.1,0.82,0.26,0.16,0.15,23,13
mika,VCT Challengers,BTR,Indonesia,Pacific,Flex,"[""Reyna"", ""Killjoy""]",436,1.02,194.4,0.93,70,127.6,0.67,0.33,0.08,0.06,27,13
bstrdd,VCT Challengers,TL,Chile,Americas,Duelist,"[""Raze"", ""Jett""]",289,1.02,219.8,1.03,71,152.7,0.76,0.19,0.17,0.20,27,13
Caedye,VCT Challengers,RID,Japan,Pacific,Flex,"[""Gekko"", ""Raze""]",704,1.02,222.1,1.06,72,141.0,0.78,0.25,0.13,0.12,29,21
Snowi,VCT Challengers,OF,Finland,EMEA,Initiator,"[""Breach"", ""KAY/O""]",991,1.02,183.5,0.95,73,121.6,0.65,0.44,0.05,0.06,26,19
prozin,VCT Challengers,TBK,Brazil,Americas,Flex,"[""KAY/O"", ""Viper""]",1145,1.02,208.3,1.02,74,134.2,0.72,0.36,0.13,0.10,27,20
M1kE,VCT Challengers,BOBO,Australia,Pacific,Sentinel,"[""Cypher""]",513,1.02,202.1,1.03,68,139.8,0.73,0.19,0.09,0.11,28,11
clutchyy,VCT Challengers,RNP,New Zealand,Pacific,Flex,"[""Sova"", ""Raze""]",306,1.02,219.0,0.99,70,144.9,0.75,0.28,0.13,0.11,26,5
suther,VCT Challengers,RETA,Chile,Americas,Flex,"[""Viper"", ""KAY/O""]",718,1.02,184.8,0.95,78,119.9,0.61,0.49,0.08,0.06,23,14
123,VCT Challengers,KBLD,Mongolia,EMEA,Duelist,"[""Raze"", ""Jett""]",395,1.02,226.3,1.01,66,155.9,0.79,0.17,0.15,0.15,29,22
MaiShiu,VCT Challengers,FOC,New Zealand,Pacific,Initiator,"[""Breach"", ""Fade""]",847,1.02,195.7,1.00,72,127.9,0.68,0.34,0.09,0.06,27,18
blurred,VCT Challengers,GEEK,Philippines,Pacific,Sentinel,"[""Cypher"", ""Killjoy""]",250,1.02,203.7,1.01,69,136.8,0.75,0.24,0.08,0.11,27,17
SID,VCT Challengers,NS,"Korea, Republic of",Pacific,Duelist,"[""Jett"", ""Raze""]",578,1.02,219.0,1.05,69,143.3,0.76,0.23,0.13,0.13,28,22
JSP,VCT Challengers,NBG,Canada,Americas,Flex,"[""Killjoy"", ""Omen""]",250,1.02,197.2,1.07,69,136.5,0.69,0.23,0.09,0.05,27,22
Tsuya,VCT Challengers,LUC,Viet Nam,Pacific,Flex,"[""Chamber"", ""Jett""]",275,1.02,228.9,1.00,74,148.5,0.79,0.25,0.19,0.18,20,23
Padisah,VCT Challengers,GS,Türkiye,Pacific,Flex,"[""Brimstone"", ""Killjoy""]",798,1.02,215.5,1.03,69,142.0,0.76,0.19,0.08,0.06,32,7
Virtyy,VCT Challengers,EXL,Dominican Republic,Americas,Flex,"[""Viper"", ""Raze""]",528,1.02,250.7,1.05,72,159.8,0.82,0.24,0.22,0.20,22,
phi,VCT Challengers,xyz,Australia,Pacific,Controller,"[""Viper"", ""Omen""]",607,1.02,193.2,0.98,72,123.5,0.69,0.43,0.06,0.05,27,12
sakurai,VCT Challengers,CGZ,Japan,Pacific,Initiator,"[""KAY/O"", ""Fade""]",230,1.02,202.9,1.01,73,133.3,0.71,0.38,0.10,0.12,35,11
Feeqn,VCT Challengers,OF,Finland,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",991,1.02,198.6,1.01,71,135.4,0.69,0.21,0.08,0.08,20,12
Jonaaa6,VCT Challengers,FAIM,United States,Americas,Flex,"[""Viper"", ""Breach""]",885,1.02,198.8,1.05,72,130.5,0.69,0.26,0.08,0.09,32,11
ip0TT,VCT Challengers,SUP,Türkiye,Pacific,Duelist,"[""Jett"", ""Neon""]",1359,1.02,230.4,1.09,71,150.3,0.80,0.17,0.18,0.15,31,10
shion,VCT Challengers,777,Brazil,Americas,Initiator,"[""KAY/O"", ""Breach""]",948,1.02,193.6,0.97,74,128.4,0.66,0.40,0.07,0.07,25,19
Kozok,VCT Challengers,MT,Poland,EMEA,Controller,"[""Viper"", ""Omen""]",338,1.02,200.8,0.98,71,131.3,0.70,0.27,0.07,0.08,25,18
pudj,VCT Challengers,ELV,Singapore,Pacific,Controller,"[""Omen"", ""Viper""]",528,1.02,188.7,1.01,72,128.9,0.68,0.29,0.06,0.09,25,17
jcz,VCT Challengers,,Argentina,Americas,Flex,"[""Gekko"", ""Deadlock""]",262,1.02,205.6,0.99,71,131.6,0.72,0.29,0.06,0.06,30,9
sym,VCT Challengers,TSM,United States,Americas,Duelist,"[""Raze"", ""Jett""]",1691,1.02,241.1,1.06,70,157.2,0.83,0.21,0.23,0.20,30,19
karam1l,VCT Challengers,NES,India,Pacific,Flex,"[""Killjoy"", ""Viper""]",868,1.02,209.6,1.03,68,144.1,0.74,0.18,0.12,0.10,36,7
socools0da,VCT Challengers,THA,Thailand,Pacific,Initiator,"[""Sova"", ""Fade""]",636,1.02,203.1,1.03,72,133.8,0.73,0.31,0.08,0.10,34,16
hellff,VCT Challengers,OGS,India,Pacific,Initiator,"[""Breach"", ""Sova""]",1179,1.02,200.9,1.01,71,131.1,0.69,0.30,0.08,0.07,29,13
frostmind,VCT Challengers,BTR,Indonesia,Pacific,Sentinel,"[""Killjoy"", ""Cypher""]",635,1.02,184.9,1.02,70,130.6,0.68,0.19,0.06,0.06,34,16
SHINSEI,VCT Challengers,KZ,Singapore,Pacific,Duelist,"[""Jett"", ""Reyna""]",431,1.02,243.7,1.10,65,160.5,0.88,0.14,0.22,0.22,31,11
ExiT,VCT Challengers,Twis,Saudi Arabia,EMEA,Duelist,"[""Raze"", ""Jett""]",1098,1.02,218.1,1.06,69,141.0,0.76,0.21,0.14,0.16,24,17
Vow,VCT Challengers,WGS,"Korea, Republic of",Pacific,Flex,"[""Sova"", ""Sage""]",286,1.02,207.4,0.96,72,142.9,0.69,0.31,0.09,0.13,30,4
thief,VCT Challengers,YFP,United States,Americas,Sentinel,"[""Killjoy"", ""Cypher""]",548,1.02,197.1,1.03,72,127.7,0.72,0.26,0.09,0.08,28,12
stellar,VCT Challengers,DZ,United States,Americas,Flex,"[""Fade"", ""Omen""]",923,1.02,182.9,1.00,73,122.3,0.65,0.33,0.04,0.07,22,12
NiSMO,VCT Challengers,M80,Lebanon,EMEA,Flex,"[""Raze"", ""KAY/O""]",1424,1.02,189.2,0.98,75,124.5,0.66,0.48,0.08,0.07,32,12
Zimo,VCT Challengers,Twis,Saudi Arabia,EMEA,Controller,"[""Omen"", ""Brimstone""]",1098,1.02,187.7,1.01,73,123.7,0.66,0.32,0.06,0.06,37,12
SpYzera,VCT Challengers,TU,Lebanon,EMEA,Initiator,"[""Fade"", ""Gekko""]",1593,1.02,193.1,1.05,75,126.7,0.68,0.33,0.08,0.08,30,9
Nythan,VCT Challengers,ARF,Indonesia,Pacific,Flex,"[""Skye"", ""Sage""]",891,1.02,198.8,0.99,72,131.4,0.71,0.33,0.07,0.09,28,22
Kamisseq,VCT Challengers,RBT,Poland,EMEA,Controller,"[""Astra"", ""Omen""]",394,1.02,202.2,1.05,69,130.3,0.73,0.27,0.09,0.07,47,5
adrnking,VCT Challengers,SZ,Indonesia,Pacific,Flex,"[""Skye"", ""Killjoy""]",970,1.02,198.8,1.03,73,133.2,0.72,0.27,0.08,0.08,32,12
Pkm,VCT Challengers,IAM,"Korea, Republic of",Pacific,Flex,"[""Harbor"", ""Sage""]",773,1.02,222.5,1.05,70,146.3,0.78,0.20,0.17,0.14,28,16
Rainy,VCT Challengers,CBT,"Taiwan, Province of China",Pacific,Flex,"[""Omen"", ""Cypher""]",586,1.01,180.2,0.99,73,118.8,0.64,0.34,0.08,0.06,28,9
theDoctorr,VCT Challengers,U5,Malaysia,Pacific,Flex,"[""Killjoy"", ""Omen""]",631,1.01,199.6,0.96,71,128.9,0.69,0.40,0.07,0.08,33,12
nex1SphiX,VCT Challengers,MGLZ,Mongolia,EMEA,Flex,"[""Omen"", ""KAY/O""]",468,1.01,188.5,0.98,73,128.0,0.67,0.39,0.05,0.07,31,7
Dignified,VCT Challengers,,Philippines,Pacific,Initiator,"[""Skye"", ""KAY/O""]",338,1.01,191.2,0.94,70,128.4,0.69,0.36,0.07,0.05,41,10
Dev0,VCT Challengers,SKÅL,United Kingdom,EMEA,Duelist,"[""Yoru"", ""Jett""]",504,1.01,215.8,0.99,70,140.5,0.76,0.22,0.13,0.13,29,25
B1ngXun,VCT Challengers,,"Taiwan, Province of China",Pacific,Sentinel,"[""Killjoy""]",287,1.01,198.6,1.02,67,136.1,0.70,0.21,0.06,0.09,34,17
Winteryrook,VCT Challengers,R8,Belarus,EMEA,Flex,"[""Viper"", ""Breach""]",1413,1.01,210.2,1.04,72,133.8,0.75,0.33,0.12,0.11,32,15
Famsii,VCT Challengers,HGE,Finland,EMEA,Flex,"[""Omen"", ""Yoru""]",493,1.01,237.9,1.04,69,153.5,0.83,0.24,0.17,0.16,28,19
forbanz,VCT Challengers,XLD,Brazil,Americas,Duelist,"[""Jett"", ""Raze""]",1160,1.01,229.3,1.02,68,152.4,0.79,0.19,0.15,0.16,23,13
muto,VCT Challengers,RC,Japan,Pacific,Initiator,"[""Fade"", ""Skye""]",771,1.01,185.2,0.97,77,127.8,0.64,0.41,0.06,0.06,28,13
bones,VCT Challengers,FAIM,United States,Americas,Controller,"[""Brimstone"", ""Harbor""]",885,1.01,217.1,1.07,72,140.0,0.75,0.27,0.13,0.15,24,19
Kibojn,VCT Challengers,MDL,India,Pacific,Flex,"[""Breach"", ""Sage""]",780,1.01,177.9,0.94,72,115.7,0.63,0.36,0.04,0.04,31,14
brock,VCT Challengers,,Australia,Pacific,Flex,"[""Fade"", ""Jett""]",406,1.01,220.4,0.98,68,143.4,0.74,0.31,0.14,0.13,25,14
Deqadz,VCT Challengers,RUD,United Kingdom,EMEA,Flex,"[""Breach"", ""Viper""]",662,1.01,195.4,1.00,72,125.6,0.68,0.38,0.09,0.10,19,13
GLYPH,VCT Challengers,IL,Philippines,Pacific,Controller,"[""Brimstone"", ""Omen""]",414,1.01,212.8,0.96,71,134.3,0.69,0.32,0.06,0.08,21,11
Nasty,VCT Challengers,,"Taiwan, Province of China",Pacific,Duelist,"[""Jett"", ""Raze""]",453,1.01,220.3,1.02,66,141.3,0.78,0.10,0.19,0.16,27,14
Yassien,VCT Challengers,RAAD,Egypt,EMEA,Initiator,"[""Gekko"", ""Skye""]",770,1.01,203.3,1.01,71,135.4,0.72,0.23,0.12,0.11,28,17
pancc,VCT Challengers,HERO,Brazil,Americas,Flex,"[""Viper"", ""Cypher""]",1218,1.01,207.3,1.07,70,135.9,0.72,0.21,0.12,0.11,29,19
jfoeN,VCT Challengers,IL,Colombia,Americas,Duelist,"[""Jett"", ""Raze""]",386,1.01,190.0,1.01,69,121.8,0.68,0.31,0.11,0.15,33,24
chanformer,VCT Challengers,SKÅL,Hong Kong,Pacific,Controller,"[""Viper"", ""Omen""]",504,1.01,181.3,0.95,71,117.9,0.63,0.33,0.07,0.09,21,11
lurzy0y0,VCT Challengers,GAL,Türkiye,Pacific,Initiator,"[""KAY/O"", ""Breach""]",1288,1.01,187.0,1.01,73,124.4,0.67,0.28,0.07,0.07,32,12
ShawateRR,VCT Challengers,UG,Jordan,EMEA,Controller,"[""Omen"", ""Viper""]",984,1.01,192.7,0.94,72,125.3,0.66,0.41,0.08,0.07,26,11
icy,VCT Challengers,BNDT,Australia,Pacific,Duelist,"[""Yoru"", ""Jett""]",241,1.01,219.0,0.97,70,146.0,0.78,0.18,0.13,0.12,30,3
RedLight,VCT Challengers,DK,"Korea, Republic of",Pacific,Initiator,"[""Sova"", ""KAY/O""]",558,1.01,190.9,0.97,70,123.6,0.68,0.30,0.07,0.06,24,15
Hoax,VCT Challengers,OGS,India,Pacific,Flex,"[""Viper"", ""Sage""]",1076,1.01,180.0,0.98,75,119.0,0.64,0.39,0.06,0.06,24,13
NicoMachine,VCT Challengers,AK,Chile,Americas,Initiator,"[""Fade"", ""KAY/O""]",1427,1.01,188.8,0.96,77,123.4,0.64,0.47,0.08,0.09,24,20
req,VCT Challengers,SaD ,Philippines,Pacific,Duelist,"[""Raze"", ""Jett""]",322,1.01,209.4,1.06,66,135.3,0.76,0.22,0.10,0.10,45,16
khz,VCT Challengers,XS,Chile,Americas,Flex,"[""Killjoy"", ""Yoru""]",437,1.01,199.7,1.07,69,133.7,0.73,0.19,0.10,0.11,29,12
par scofield,VCT Challengers,Mine,Philippines,Pacific,Duelist,"[""Reyna"", ""Raze""]",763,1.01,220.8,1.00,65,151.8,0.78,0.18,0.17,0.16,27,19
jas,VCT Challengers,JL,Poland,EMEA,Duelist,"[""Raze"", ""Neon""]",1024,1.01,221.2,1.07,69,144.3,0.78,0.17,0.20,0.20,29,24
sayoo,VCT Challengers,BTR,Indonesia,Pacific,Flex,"[""Raze"", ""Viper""]",925,1.01,201.8,1.01,70,134.2,0.71,0.21,0.11,0.10,29,16
RizoN,VCT Challengers,UG,Saudi Arabia,EMEA,Flex,"[""Fade"", ""Sage""]",692,1.01,204.0,0.98,72,139.7,0.72,0.34,0.10,0.12,31,10
Killu,VCT Challengers,3D,France,EMEA,Flex,"[""Killjoy"", ""Fade""]",595,1.01,191.0,1.02,71,129.5,0.70,0.21,0.06,0.07,32,9
Moves,VCT Challengers,NS,"Korea, Republic of",Pacific,Flex,"[""Viper"", ""Sage""]",569,1.01,201.3,1.00,72,134.4,0.69,0.32,0.10,0.10,26,14
rowancy,VCT Challengers,PRVN,Mexico,Americas,Flex,"[""Cypher"", ""Viper""]",313,1.01,182.9,0.95,64,130.9,0.67,0.23,0.08,0.05,23,16
Tuli,VCT Challengers,9ZG,Chile,Americas,Duelist,"[""Raze"", ""Jett""]",896,1.01,225.1,1.07,71,150.7,0.79,0.16,0.17,0.15,29,10
silenttt,VCT Challengers,ELV,Portugal,EMEA,Flex,"[""Sova"", ""Viper""]",550,1.01,193.5,0.97,72,127.0,0.68,0.28,0.07,0.07,28,15
neptune,VCT Challengers,FAIM,United States,Americas,Initiator,"[""KAY/O"", ""Fade""]",772,1.01,205.0,1.00,73,130.8,0.72,0.41,0.09,0.08,32,16
Aace,VCT Challengers,FL,Japan,Pacific,Controller,"[""Viper"", ""Brimstone""]",704,1.01,193.1,1.07,72,129.1,0.73,0.29,0.06,0.06,32,16
Matrixx,VCT Challengers,FKS,Austria,EMEA,Controller,"[""Astra"", ""Viper""]",365,1.01,190.7,0.98,75,124.6,0.66,0.36,0.07,0.04,29,10
Vince,VCT Challengers,CGN,Germany,EMEA,Controller,"[""Brimstone"", ""Omen""]",1402,1.01,186.1,1.01,73,120.6,0.67,0.38,0.06,0.07,22,17
Insider,VCT Challengers,HGE,Russian Federation,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",742,1.01,199.1,1.09,70,135.5,0.69,0.18,0.11,0.09,32,21
RAMEN,VCT Challengers,AZN,Australia,Pacific,Flex,"[""Killjoy"", ""Astra""]",967,1.00,187.3,1.01,73,126.9,0.66,0.22,0.05,0.06,24,13
